key,time,commitTime,PythonfileNum,pythonFile
#7147,2021-06-08 14:33:56,2021-06-08 16:33:55,2,"['electrum/commands.py', 'electrum/tests/test_commands.py']"
#7100,2021-06-10 15:26:23,2021-06-10 17:26:04,4,"['electrum/lnchannel.py', 'electrum/lnutil.py', 'electrum/submarine_swaps.py', 'electrum/tests/test_lnchannel.py']"
#7083,2021-03-04 16:48:04,2021-03-04 17:47:49,2,"['electrum/interface.py', 'electrum/network.py']"
#7080,2021-03-04 12:21:05,2021-03-04 13:20:49,3,"['electrum/tests/test_wallet_vertical.py', 'electrum/transaction.py', 'electrum/wallet.py']"
#7062,2021-02-24 11:55:17,2021-02-24 12:54:43,2,"['electrum/mpp_split.py', 'electrum/tests/test_mpp_split.py']"
#7027,2021-02-15 15:48:46,2021-02-15 16:47:42,2,"['electrum/lnpeer.py', 'electrum/lnworker.py']"
#7009,2021-03-04 12:21:05,2021-03-04 13:20:49,3,"['electrum/tests/test_wallet_vertical.py', 'electrum/transaction.py', 'electrum/wallet.py']"
#6912,2021-01-06 02:05:29,2021-01-06 03:05:13,2,"['electrum/gui/qt/confirm_tx_dialog.py', 'electrum/gui/qt/main_window.py']"
#6878,2020-12-27 11:01:59,2020-12-27 12:01:43,2,"['electrum/gui/qt/main_window.py', 'electrum/gui/qt/util.py']"
#6864,2020-12-20 14:31:48,2020-12-18 19:11:32,6,"['electrum/gui/kivy/uix/dialogs/tx_dialog.py', 'electrum/gui/qt/history_list.py', 'electrum/gui/qt/main_window.py', 'electrum/tests/test_wallet_vertical.py', 'electrum/transaction.py', 'electrum/wallet.py']"
#6859,2020-12-18 09:49:53,2020-12-18 10:49:45,2,"['electrum/invoices.py', 'electrum/wallet.py']"
#6852,2020-12-16 11:34:46,2020-12-16 10:05:17,2,"['electrum/gui/kivy/uix/dialogs/request_dialog.py', 'electrum/gui/kivy/uix/screens.py']"
#6828,2020-12-08 16:30:30,2020-12-09 09:04:04,4,"['electrum/dns_hacks.py', 'electrum/dnssec.py', 'electrum/lnworker.py', 'electrum/util.py']"
