key,time,commitTime,PythonfileNum,pythonFile
#1300,2021-09-26 18:51:11,2021-09-26 13:51:10,5,"['examples/self_supervised/barlow_twins.py', 'examples/self_supervised/common.py', 'examples/self_supervised/datasets.py', 'examples/self_supervised/simCLR.py', 'examples/self_supervised/supervised_contrastive.py']"
#1296,2021-09-20 19:06:05,2021-09-20 22:06:04,2,"['catalyst/core/runner.py', 'catalyst/dl/scripts/tune.py']"
#1295,2021-09-20 06:47:09,2021-09-20 09:47:08,10,"['catalyst/callbacks/criterion.py', 'catalyst/callbacks/optimizer.py', 'catalyst/callbacks/scheduler.py', 'catalyst/contrib/nn/criterion/__init__.py', 'catalyst/contrib/nn/criterion/regression.py', 'catalyst/core/__init__.py', 'catalyst/core/callback.py', 'catalyst/core/runner.py', 'catalyst/engines/fairscale.py', 'tests/pipelines/test_mnist_multimodel.py']"
#1293,2021-09-13 16:37:12,2021-09-13 11:37:12,7,"['catalyst/contrib/nn/criterion/__init__.py', 'catalyst/contrib/nn/criterion/supervised_contrastive.py', 'catalyst/data/__init__.py', 'examples/self_supervised/barlow_twins.py', 'examples/self_supervised/simCLR.py', 'examples/self_supervised/supervised_contrastive.py', 'tests/catalyst/contrib/nn/test_criterion.py']"
#1284,2021-08-30 07:55:34,2021-08-30 10:55:33,20,"['catalyst/metrics/__init__.py', 'catalyst/metrics/_accuracy.py', 'catalyst/metrics/_additive.py', 'catalyst/metrics/_functional_metric.py', 'catalyst/metrics/_hitrate.py', 'catalyst/metrics/_map.py', 'catalyst/metrics/_mrr.py', 'catalyst/metrics/_ndcg.py', 'catalyst/runners/runner.py', 'examples/catalyst_rl/ddpg.py', 'examples/catalyst_rl/dqn.py', 'examples/reinforcement_learning/ddpg.py', 'examples/reinforcement_learning/dqn.py', 'examples/reinforcement_learning/reinforce.py', 'tests/catalyst/metrics/test_additive.py', 'tests/pipelines/test_mnist_custom.py', 'tests/pipelines/test_mnist_multicriterion.py', 'tests/pipelines/test_mnist_multimodel.py', 'tests/pipelines/test_mnist_multioptimizer.py', 'tests/pipelines/test_vae.py']"
#1283,2021-09-01 19:21:50,2021-09-01 15:21:49,3,"['catalyst/loggers/__init__.py', 'catalyst/loggers/comet.py', 'catalyst/settings.py']"
#1282,2021-08-30 19:50:49,2021-08-30 22:50:49,3,"['catalyst/contrib/nn/criterion/__init__.py', 'catalyst/contrib/nn/criterion/recsys.py', 'tests/catalyst/contrib/nn/test_criterion.py']"
#1280,2021-08-31 07:51:29,2021-08-31 02:51:29,2,"['catalyst/callbacks/sklearn_model.py', 'tests/pipelines/test_sklearn_classifier_mnist.py']"
#1279,2021-08-19 04:29:00,2021-08-19 15:44:46,8,"['catalyst/callbacks/__init__.py', 'catalyst/callbacks/sklearn_model.py', 'catalyst/contrib/models/__init__.py', 'catalyst/contrib/models/mnist.py', 'examples/catalyst_contrastive/barlow_twins.py', 'tests/catalyst/callbacks/test_sklearn_model_callback.py', 'tests/pipelines/test_sklearn_classifier.py', 'catalyst/callbacks/periodic_loader.py']"
#1278,2021-09-09 15:59:47,2021-09-09 18:59:46,14,"['catalyst/contrib/datasets/cifar.py', 'catalyst/contrib/nn/criterion/__init__.py', 'catalyst/contrib/nn/criterion/ntxent.py', 'catalyst/data/dataset/__init__.py', 'catalyst/data/dataset/self_supervised.py', 'catalyst/runners/__init__.py', 'catalyst/runners/config.py', 'catalyst/runners/runner.py', 'catalyst/runners/self_supervised.py', 'examples/catalyst_contrastive/simCLR.py', 'tests/catalyst/contrib/nn/test_criterion.py', 'tests/pipelines/test_config_contrastive.py', 'tests/pipelines/test_contrastive.py', 'tests/pipelines/test_sklearn_classifier_mnist.py']"
